KIDEN	Numéro de la plaque	Type de rayonnement	Dose de rayonnement	Filtre de protection	Poids	Couleur	Ternissement	Craquelure	Epaississement	Rides	Total du score aspect	Sèchage	Taux de Chromo-A	Réplique à T4	Taux de Chromo-B	Taux de Chromo-C	Surface rigidité	Surface concavité	Surface diamétralité	Score surface total	Elasticité interne	Cohérence interne	Coloration interne	Gonflement interne	Score total interne	Total Surface+Interne	Périodes	Type de rayonnement	Type de rayonnement * dose	Groupes	Filtre * Dose	Type de rayonnement * Périodes	Dose de rayonnement * Périodes	Filtre de protection * Périodes	Type de rayonnement * dose * Périodes	Groupes * Périodes
 286	116.00	Rayon W80	Dose 1/2	Filtre C	30.00	2.00	1.00	1.00	3.00	2.00	9.00	8.90	1.00				3.00	3.00	1.00	6.00	2.00	1.00	1.00	2.00	6.00	12.00	Temps T1	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T1	D1/2 * T1	fC * T1	W1/2 * T1	W1/2C * T1
 287	117.00	Rayon W80	Dose 1/2	Filtre C	27.00	1.00	1.00	1.00	2.00	1.00	6.00	7.50	1.00				2.00	4.00	1.00	8.00	2.00	1.00	1.00	2.00	6.00	14.00	Temps T1	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T1	D1/2 * T1	fC * T1	W1/2 * T1	W1/2C * T1
 288	120.00	Rayon W80	Dose 1/2	Filtre C	25.00	2.00	1.00	2.00	2.00	1.00	8.00	9.80	1.10				3.00	3.00	1.00	6.00	1.00	1.00	1.00	2.00	5.00	11.00	Temps T1	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T1	D1/2 * T1	fC * T1	W1/2 * T1	W1/2C * T1
 289	122.00	Rayon W80	Dose 1/2	Filtre C	26.00	1.00	1.00	2.00	2.00	1.00	7.00	6.30	1.00				2.00	3.00	1.00	7.00	1.00	1.00	1.00	2.00	5.00	12.00	Temps T1	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T1	D1/2 * T1	fC * T1	W1/2 * T1	W1/2C * T1
 290	135.00	Rayon W80	Dose 1/2	Filtre C	28.00	1.00	1.00	1.00	2.00	1.00	6.00	8.30	1.10				3.00	3.00	1.00	6.00	1.00	3.00	1.00	2.00	7.00	13.00	Temps T1	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T1	D1/2 * T1	fC * T1	W1/2 * T1	W1/2C * T1
 291	142.00	Rayon W80	Dose 1/2	Filtre C	32.00	1.00	1.00	2.00	2.00	1.00	7.00	8.80	1.00				2.00	3.00	1.00	7.00	2.00	1.00	1.00	2.00	6.00	13.00	Temps T1	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T1	D1/2 * T1	fC * T1	W1/2 * T1	W1/2C * T1
 292	143.00	Rayon W80	Dose 1/2	Filtre C	25.00	2.00	1.00	3.00	2.00	1.00	9.00	9.80	1.10				2.00	3.00	1.00	6.00	1.00	1.00	1.00	2.00	5.00	11.00	Temps T1	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T1	D1/2 * T1	fC * T1	W1/2 * T1	W1/2C * T1
 293	155.00	Rayon W80	Dose 1/2	Filtre C	26.00	1.00	1.00	1.00	2.00	1.00	6.00	7.20	1.00				2.00	3.00	1.00	6.00	1.00	1.00	1.00	2.00	5.00	11.00	Temps T1	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T1	D1/2 * T1	fC * T1	W1/2 * T1	W1/2C * T1
 294	160.00	Rayon W80	Dose 1/2	Filtre C	26.00	1.00	1.00	1.00	1.00	1.00	5.00	6.50	1.00				2.00	3.00	1.00	6.00	1.00	1.00	1.00	2.00	5.00	11.00	Temps T1	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T1	D1/2 * T1	fC * T1	W1/2 * T1	W1/2C * T1
 295	162.00	Rayon W80	Dose 1/2	Filtre C	24.00	1.00	1.00	2.00	2.00	2.00	8.00	13.80	1.00				2.00	3.00	1.00	6.00	3.00	1.00	1.00	2.00	7.00	13.00	Temps T1	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T1	D1/2 * T1	fC * T1	W1/2 * T1	W1/2C * T1
 296	170.00	Rayon W80	Dose 1/2	Filtre C	24.00	1.00	1.00	2.00	2.00	1.00	7.00	7.20	0.80				2.00	3.00	1.00	6.00	2.00	1.00	1.00	2.00	6.00	12.00	Temps T1	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T1	D1/2 * T1	fC * T1	W1/2 * T1	W1/2C * T1
 297	172.00	Rayon W80	Dose 1/2	Filtre C	27.00	1.00	1.00	1.00	1.00	1.00	5.00	5.60	1.00				2.00	3.00	1.00	6.00	1.00	1.00	1.00	2.00	5.00	11.00	Temps T1	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T1	D1/2 * T1	fC * T1	W1/2 * T1	W1/2C * T1
 298	104.00	Rayon W80	Dose 2	Filtre A	27.00	2.00	3.00	3.00	3.00	3.00	14.00	15.40	1.50				1.00	5.00	1.00	7.00	1.00	1.00	1.00	2.00	5.00	12.00	Temps T1	Rayon W	Rayon W 2	Rayon W. 2    filA	Filtre A 2 Med	W80 * T1	D2 * T1	fA * T1	W2 * T1	W2A * T1
 299	108.00	Rayon W80	Dose 2	Filtre A	28.00	1.00	1.00	2.00	2.00	1.00	7.00	13.00	1.00				2.00	5.00	1.00	8.00	1.00	1.00	1.00	2.00	5.00	13.00	Temps T1	Rayon W	Rayon W 2	Rayon W. 2    filA	Filtre A 2 Med	W80 * T1	D2 * T1	fA * T1	W2 * T1	W2A * T1
 300	114.00	Rayon W80	Dose 2	Filtre A	25.00	1.00	4.00	4.00	3.00	3.00	15.00	40.40	1.40				1.00	5.00	1.00	7.00	1.00	1.00	1.00	2.00	5.00	12.00	Temps T1	Rayon W	Rayon W 2	Rayon W. 2    filA	Filtre A 2 Med	W80 * T1	D2 * T1	fA * T1	W2 * T1	W2A * T1
 301	119.00	Rayon W80	Dose 2	Filtre A	27.00	2.00	3.00	3.00	3.00	1.00	12.00	9.30	1.10				2.00	5.00	1.00	8.00	1.00	1.00	1.00	2.00	5.00	13.00	Temps T1	Rayon W	Rayon W 2	Rayon W. 2    filA	Filtre A 2 Med	W80 * T1	D2 * T1	fA * T1	W2 * T1	W2A * T1
 302	134.00	Rayon W80	Dose 2	Filtre A	28.00	2.00	1.00	3.00	2.00	1.00	9.00	8.50	1.20				1.00	3.00	1.00	5.00	1.00	1.00	1.00	2.00	5.00	10.00	Temps T1	Rayon W	Rayon W 2	Rayon W. 2    filA	Filtre A 2 Med	W80 * T1	D2 * T1	fA * T1	W2 * T1	W2A * T1
 303	147.00	Rayon W80	Dose 2	Filtre A	25.00	1.00	1.00	2.00	2.00	1.00	7.00	4.90	1.00				2.00	2.00	1.00	5.00	1.00	1.00	1.00	2.00	5.00	10.00	Temps T1	Rayon W	Rayon W 2	Rayon W. 2    filA	Filtre A 2 Med	W80 * T1	D2 * T1	fA * T1	W2 * T1	W2A * T1
 304	156.00	Rayon W80	Dose 2	Filtre A	27.00	2.00	3.00	3.00	3.00	2.00	13.00	9.30	1.40				1.00	3.00	1.00	5.00	1.00	1.00	1.00	2.00	5.00	10.00	Temps T1	Rayon W	Rayon W 2	Rayon W. 2    filA	Filtre A 2 Med	W80 * T1	D2 * T1	fA * T1	W2 * T1	W2A * T1
 305	164.00	Rayon W80	Dose 2	Filtre A	26.00	1.00	4.00	4.00	3.00	3.00	15.00	49.80	1.60				2.00	5.00	1.00	8.00	1.00	1.00	1.00	2.00	5.00	13.00	Temps T1	Rayon W	Rayon W 2	Rayon W. 2    filA	Filtre A 2 Med	W80 * T1	D2 * T1	fA * T1	W2 * T1	W2A * T1
 306	165.00	Rayon W80	Dose 2	Filtre A	28.00	1.00	1.00	2.00	1.00	1.00	6.00	6.70	0.80				2.00	4.00	1.00	7.00	1.00	1.00	1.00	2.00	5.00	12.00	Temps T1	Rayon W	Rayon W 2	Rayon W. 2    filA	Filtre A 2 Med	W80 * T1	D2 * T1	fA * T1	W2 * T1	W2A * T1
 307	173.00	Rayon W80	Dose 2	Filtre A	25.00	2.00	4.00	3.00	3.00	2.00	14.00	9.50	1.10				2.00	5.00	1.00	8.00	1.00	1.00	1.00	2.00	5.00	13.00	Temps T1	Rayon W	Rayon W 2	Rayon W. 2    filA	Filtre A 2 Med	W80 * T1	D2 * T1	fA * T1	W2 * T1	W2A * T1
 308	200.00	Témoin fin	Témoin	Témoin																							Temps T1	Autres	Non concerné	Non concerné	Non concerné	Téfin * T1	Tém * T1	Tém * T1	Non  * T1	Non  * T1
 309	201.00	Témoin fin	Témoin	Témoin																							Temps T1	Autres	Non concerné	Non concerné	Non concerné	Téfin * T1	Tém * T1	Tém * T1	Non  * T1	Non  * T1
 310	202.00	Témoin fin	Témoin	Témoin																							Temps T1	Autres	Non concerné	Non concerné	Non concerné	Téfin * T1	Tém * T1	Tém * T1	Non  * T1	Non  * T1
 311	203.00	Témoin fin	Témoin	Témoin																							Temps T1	Autres	Non concerné	Non concerné	Non concerné	Téfin * T1	Tém * T1	Tém * T1	Non  * T1	Non  * T1
 312	204.00	Témoin fin	Témoin	Témoin																							Temps T1	Autres	Non concerné	Non concerné	Non concerné	Téfin * T1	Tém * T1	Tém * T1	Non  * T1	Non  * T1
 313	205.00	Témoin fin	Témoin	Témoin																							Temps T1	Autres	Non concerné	Non concerné	Non concerné	Téfin * T1	Tém * T1	Tém * T1	Non  * T1	Non  * T1
 314	206.00	Témoin fin	Témoin	Témoin																							Temps T1	Autres	Non concerné	Non concerné	Non concerné	Téfin * T1	Tém * T1	Tém * T1	Non  * T1	Non  * T1
 315	207.00	Témoin fin	Témoin	Témoin																							Temps T1	Autres	Non concerné	Non concerné	Non concerné	Téfin * T1	Tém * T1	Tém * T1	Non  * T1	Non  * T1
 316	208.00	Témoin fin	Témoin	Témoin																							Temps T1	Autres	Non concerné	Non concerné	Non concerné	Téfin * T1	Tém * T1	Tém * T1	Non  * T1	Non  * T1
 317	209.00	Témoin fin	Témoin	Témoin																							Temps T1	Autres	Non concerné	Non concerné	Non concerné	Téfin * T1	Tém * T1	Tém * T1	Non  * T1	Non  * T1
 318	210.00	Témoin fin	Témoin	Témoin																							Temps T1	Autres	Non concerné	Non concerné	Non concerné	Téfin * T1	Tém * T1	Tém * T1	Non  * T1	Non  * T1
 319	211.00	Témoin fin	Témoin	Témoin																							Temps T1	Autres	Non concerné	Non concerné	Non concerné	Téfin * T1	Tém * T1	Tém * T1	Non  * T1	Non  * T1
 320	212.00	Témoin fin	Témoin	Témoin																							Temps T1	Autres	Non concerné	Non concerné	Non concerné	Téfin * T1	Tém * T1	Tém * T1	Non  * T1	Non  * T1
 321	213.00	Témoin fin	Témoin	Témoin																							Temps T1	Autres	Non concerné	Non concerné	Non concerné	Téfin * T1	Tém * T1	Tém * T1	Non  * T1	Non  * T1
 322	214.00	Témoin fin	Témoin	Témoin																							Temps T1	Autres	Non concerné	Non concerné	Non concerné	Téfin * T1	Tém * T1	Tém * T1	Non  * T1	Non  * T1
 323	3.00	Témoin	Témoin	Témoin	26.00	1.00	1.00	1.00	1.00	1.00	5.00	6.00	0.80		0.11	0.61	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Témoin	Témoin	Témoin	Non concerné	Tém * T2	Tém * T2	Tém * T2	Tém * T2	Tém * T2
 324	4.00	Témoin	Témoin	Témoin	29.00	1.00	1.00	1.00	2.00	1.00	6.00	6.30	1.00		0.07	0.54	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Témoin	Témoin	Témoin	Non concerné	Tém * T2	Tém * T2	Tém * T2	Tém * T2	Tém * T2
 325	8.00	Témoin	Témoin	Témoin	31.00	2.00	1.00	1.00	2.00	1.00	7.00	7.10	1.20		0.05	0.29	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Témoin	Témoin	Témoin	Non concerné	Tém * T2	Tém * T2	Tém * T2	Tém * T2	Tém * T2
 326	33.00	Témoin	Témoin	Témoin	28.00	1.00	1.00	1.00	2.00	1.00	6.00	6.80	1.00		0.10	0.59	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Témoin	Témoin	Témoin	Non concerné	Tém * T2	Tém * T2	Tém * T2	Tém * T2	Tém * T2
 327	38.00	Témoin	Témoin	Témoin	28.00	1.00	1.00	2.00	2.00	1.00	7.00	5.90	0.90		0.09	0.33	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Témoin	Témoin	Témoin	Non concerné	Tém * T2	Tém * T2	Tém * T2	Tém * T2	Tém * T2
 328	44.00	Témoin	Témoin	Témoin	28.00	1.00	1.00	1.00	2.00	1.00	6.00	4.50	0.80		0.10	0.42	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Témoin	Témoin	Témoin	Non concerné	Tém * T2	Tém * T2	Tém * T2	Tém * T2	Tém * T2
 329	49.00	Témoin	Témoin	Témoin	29.00	2.00	1.00	1.00	3.00	1.00	8.00	3.70	0.90		0.08	0.42	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Témoin	Témoin	Témoin	Non concerné	Tém * T2	Tém * T2	Tém * T2	Tém * T2	Tém * T2
 330	54.00	Témoin	Témoin	Témoin	29.00	1.00	1.00	1.00	1.00	1.00	5.00	4.70	0.70		0.07	0.30	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Témoin	Témoin	Témoin	Non concerné	Tém * T2	Tém * T2	Tém * T2	Tém * T2	Tém * T2
 331	57.00	Témoin	Témoin	Témoin	29.00	1.00	1.00	1.00	2.00	1.00	6.00	7.10	0.80		0.08	0.35	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Témoin	Témoin	Témoin	Non concerné	Tém * T2	Tém * T2	Tém * T2	Tém * T2	Tém * T2
 332	61.00	Témoin	Témoin	Témoin	29.00	2.00	1.00	1.00	2.00	1.00	7.00	5.80	0.80		0.04	0.31	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Témoin	Témoin	Témoin	Non concerné	Tém * T2	Tém * T2	Tém * T2	Tém * T2	Tém * T2
 333	63.00	Témoin	Témoin	Témoin	28.00	1.00	1.00	1.00	2.00	1.00	6.00	6.70	0.70		0.07	0.50	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Témoin	Témoin	Témoin	Non concerné	Tém * T2	Tém * T2	Tém * T2	Tém * T2	Tém * T2
 334	65.00	Témoin	Témoin	Témoin	28.00	1.00	1.00	1.00	2.00	1.00	6.00	3.90	0.80		0.09	0.41	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Témoin	Témoin	Témoin	Non concerné	Tém * T2	Tém * T2	Tém * T2	Tém * T2	Tém * T2
 335	19.00	Rayon V100	Dose 1/2	Non protégé	29.00	2.00	1.00	1.00	2.00	1.00	7.00	4.20	1.10		0.09	0.26	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V100 * T2	D1/2 * T2	Non  * T2	V1/2 * T2	V1/2np * T2
 336	23.00	Rayon V100	Dose 1/2	Non protégé	29.00	1.00	1.00	2.00	2.00	1.00	7.00	3.80	1.00		0.08	0.31	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T2	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V100 * T2	D1/2 * T2	Non  * T2	V1/2 * T2	V1/2np * T2
 337	26.00	Rayon V100	Dose 1/2	Non protégé	29.00	2.00	2.00	1.00	2.00	1.00	8.00	3.20	1.10		0.06	0.22	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V100 * T2	D1/2 * T2	Non  * T2	V1/2 * T2	V1/2np * T2
 338	30.00	Rayon V100	Dose 1/2	Non protégé	27.00	1.00	2.00	1.00	2.00	1.00	7.00	5.40	0.80		0.04	0.31	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T2	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V100 * T2	D1/2 * T2	Non  * T2	V1/2 * T2	V1/2np * T2
 339	39.00	Rayon V100	Dose 1/2	Non protégé	28.00	2.00	2.00	1.00	2.00	1.00	8.00	5.80	1.00		0.05	0.24	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V100 * T2	D1/2 * T2	Non  * T2	V1/2 * T2	V1/2np * T2
 340	52.00	Rayon V100	Dose 1/2	Non protégé	34.00	1.00	1.00	2.00	2.00	1.00	7.00	4.20	0.70		0.07	0.39	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V100 * T2	D1/2 * T2	Non  * T2	V1/2 * T2	V1/2np * T2
 341	32.00	Rayon V250	Dose 1/2	Non protégé	27.00	2.00	2.00	2.00	3.00	1.00	10.00	7.30	1.10		0.05	0.29	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V250 * T2	D1/2 * T2	Non  * T2	V1/2 * T2	V1/2np * T2
 342	41.00	Rayon V250	Dose 1/2	Non protégé	27.00	2.00	1.00	1.00	3.00	1.00	8.00	3.50	0.90		0.06	0.30	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V250 * T2	D1/2 * T2	Non  * T2	V1/2 * T2	V1/2np * T2
 343	51.00	Rayon V250	Dose 1/2	Non protégé	30.00	2.00	1.00	2.00	2.00	1.00	8.00	4.70	0.80		0.05	0.28	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V250 * T2	D1/2 * T2	Non  * T2	V1/2 * T2	V1/2np * T2
 344	59.00	Rayon V250	Dose 1/2	Non protégé	26.00	1.00	1.00	1.00	2.00	1.00	6.00	4.60	0.80		0.04	0.29	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V250 * T2	D1/2 * T2	Non  * T2	V1/2 * T2	V1/2np * T2
 345	60.00	Rayon V250	Dose 1/2	Non protégé	29.00	1.00	1.00	1.00	2.00	1.00	6.00	4.60	0.80		0.09	0.30	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V250 * T2	D1/2 * T2	Non  * T2	V1/2 * T2	V1/2np * T2
 346	68.00	Rayon V250	Dose 1/2	Non protégé	28.00	1.00	1.00	1.00	2.00	1.00	6.00	7.90	0.80		0.04	0.33	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.00	4.50	7.50	Temps T2	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V250 * T2	D1/2 * T2	Non  * T2	V1/2 * T2	V1/2np * T2
 347	10.00	Rayon V100	Dose 1/2	Filtre A	28.00	2.00	2.00	2.00	3.00	1.00	10.00	8.00	1.20		0.06	0.32	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V100 * T2	D1/2 * T2	fA * T2	V1/2 * T2	V1/2A * T2
 348	17.00	Rayon V100	Dose 1/2	Filtre A	26.00	1.00	1.00	2.00	1.00	1.00	6.00	5.50	0.80		0.07	0.39	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T2	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V100 * T2	D1/2 * T2	fA * T2	V1/2 * T2	V1/2A * T2
 349	18.00	Rayon V100	Dose 1/2	Filtre A	28.00	3.00	2.00	1.00	3.00	2.00	11.00	5.10	1.20		0.06	0.32	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V100 * T2	D1/2 * T2	fA * T2	V1/2 * T2	V1/2A * T2
 350	22.00	Rayon V100	Dose 1/2	Filtre A	27.00	1.00	1.00	1.00	2.00	1.00	6.00	4.10	1.00		0.06	0.32	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V100 * T2	D1/2 * T2	fA * T2	V1/2 * T2	V1/2A * T2
 351	37.00	Rayon V100	Dose 1/2	Filtre A	28.00	1.00	2.00	2.00	2.00	1.00	8.00	7.30	0.80		0.07	0.27	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T2	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V100 * T2	D1/2 * T2	fA * T2	V1/2 * T2	V1/2A * T2
 352	66.00	Rayon V100	Dose 1/2	Filtre A	28.00	2.00	1.00	1.00	2.00	1.00	7.00	5.80	0.80		0.06	0.29	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V100 * T2	D1/2 * T2	fA * T2	V1/2 * T2	V1/2A * T2
 353	7.00	Rayon V250	Dose 1/2	Filtre A																							Temps T2	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V250 * T2	D1/2 * T2	fA * T2	V1/2 * T2	V1/2A * T2
 354	11.00	Rayon V250	Dose 1/2	Filtre A	27.00	2.00	2.00	1.00	3.00	1.00	9.00	4.50	1.10		0.07	0.28	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V250 * T2	D1/2 * T2	fA * T2	V1/2 * T2	V1/2A * T2
 355	28.00	Rayon V250	Dose 1/2	Filtre A	25.00	2.00	2.00	2.00	2.00	1.00	9.00	6.80	1.00		0.05	0.23	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V250 * T2	D1/2 * T2	fA * T2	V1/2 * T2	V1/2A * T2
 356	55.00	Rayon V250	Dose 1/2	Filtre A	25.00	1.00	1.00	3.00	2.00	1.00	8.00	9.00	0.90		0.05	0.28	1.00	3.00	1.00	5.00	1.00	1.00	1.00	1.50	9.50	7.50	Temps T2	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V250 * T2	D1/2 * T2	fA * T2	V1/2 * T2	V1/2A * T2
 357	71.00	Rayon V250	Dose 1/2	Filtre A	29.00	1.00	2.00	2.00	2.00	1.00	8.00	8.80	0.80		0.07	0.33	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V250 * T2	D1/2 * T2	fA * T2	V1/2 * T2	V1/2A * T2
 358	72.00	Rayon V250	Dose 1/2	Filtre A	30.00	2.00	1.00	1.00	2.00	1.00	7.00	5.70	0.80		0.07	0.37	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V250 * T2	D1/2 * T2	fA * T2	V1/2 * T2	V1/2A * T2
 359	16.00	Rayon V100	Dose 1/2	Filtre B	28.00	2.00	3.00	2.00	3.00	1.00	11.00	6.60	1.00		0.04	0.27	1.00	3.00	1.00	5.00	1.00	1.00	1.00	1.50	4.50	9.50	Temps T2	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V100 * T2	D1/2 * T2	fB * T2	V1/2 * T2	V1/2B * T2
 360	21.00	Rayon V100	Dose 1/2	Filtre B	29.00	2.00	2.00	1.00	3.00	2.00	10.00	8.10	1.20		0.06	0.27	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V100 * T2	D1/2 * T2	fB * T2	V1/2 * T2	V1/2B * T2
 361	31.00	Rayon V100	Dose 1/2	Filtre B	29.00	2.00	4.00	3.00	2.00	2.00	13.00	9.30	1.20		0.05	0.25	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V100 * T2	D1/2 * T2	fB * T2	V1/2 * T2	V1/2B * T2
 362	36.00	Rayon V100	Dose 1/2	Filtre B	24.00	2.00	4.00	4.00	2.00	2.00	14.00	9.40	1.30		0.03	0.20	1.00	3.00	1.00	5.00	1.00	1.00	1.00	1.50	4.50	9.50	Temps T2	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V100 * T2	D1/2 * T2	fB * T2	V1/2 * T2	V1/2B * T2
 363	42.00	Rayon V100	Dose 1/2	Filtre B	29.00	2.00	4.00	3.00	3.00	1.00	13.00	16.80	1.00		0.05	0.28	2.00	3.00	1.00	6.00	1.00	1.00	1.00	1.50	4.50	10.50	Temps T2	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V100 * T2	D1/2 * T2	fB * T2	V1/2 * T2	V1/2B * T2
 364	43.00	Rayon V100	Dose 1/2	Filtre B	30.00	1.00	4.00	3.00	2.00	2.00	12.00	10.70	0.90		0.04	0.25	1.00	3.00	1.00	5.00	1.00	1.00	1.00	1.50	4.50	9.50	Temps T2	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V100 * T2	D1/2 * T2	fB * T2	V1/2 * T2	V1/2B * T2
 365	6.00	Rayon V250	Dose 1/2	Filtre B	25.00	3.00	2.00	2.00	3.00	1.00	11.00	10.10	1.00		0.06	0.23	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T2	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V250 * T2	D1/2 * T2	fB * T2	V1/2 * T2	V1/2B * T2
